station,target,changes,stops,route_score,route_score_scaled
Pratau,Leipzig Messe,0,10,0.09090909090909091,0.0625
Langenwolmsdorf,Dresden-Zschachwitz,1,11,0.058823529411764705,0.029411764705882353
Wetterzeube,Leipzig-Knauthain,0,4,0.2,0.17500000000000002
Leubsdorf(Sachs),Chemnitz Hbf,0,5,0.16666666666666666,0.140625
Chemnitz Hbf,Chemnitz Hbf,0,0,1.0,1.0
Pirk,Plauen(Vogtl)West,0,1,0.5,0.484375
Dresden-Plauen,Dresden-Plauen,0,0,1.0,1.0
Bad Köstritz,Leipzig-Knauthain,0,6,0.14285714285714285,0.11607142857142858
Cunnertswalde,Dresden-Trachau,1,6,0.08333333333333333,0.0546875
Chemnitz-Harthau,Chemnitz-Harthau,0,0,1.0,1.0
Wittgensdorf ob Bf,Chemnitz-Borna Hp,0,1,0.5,0.484375
Leipzig-Lützschena,Leipzig-Lützschena,0,0,1.0,1.0
Essen Hbf,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04807692307692309
Dolni Zleb,Dresden Hbf,1,2,0.125,0.09765625
Wolkenstein,Chemnitz Hbf,0,12,0.07692307692307693,0.04807692307692309
Hude,Leipzig/Halle Flughafen,0,9,0.1,0.07187500000000001
Leipzig-Rückmarsdorf,Leipzig-Rückmarsdorf,0,0,1.0,1.0
Zareba,Görlitz,0,4,0.2,0.17500000000000002
Ortrand,Hoyerswerda,0,4,0.2,0.17500000000000002
Otterwisch,Leipzig-Liebertwolkwitz,0,3,0.25,0.2265625
Lübs(Magdeburg),Leipzig Messe,0,8,0.1111111111111111,0.08333333333333333
Voigtsgrün,Zwickau(Sachs)Hbf,0,2,0.3333333333333333,0.3125
Unterneudorf,Chemnitz Hbf,1,20,0.038461538461538464,0.008413461538461543
Pulsnitz Süd,Dresden-Klotzsche,0,4,0.2,0.17500000000000002
Regis-Breitingen,Leipzig-Connewitz,0,6,0.14285714285714285,0.11607142857142858
Rathmannsdorf(Kr Pirna),Dresden Hbf,1,1,0.14285714285714285,0.11607142857142858
Pfaffenhain,Chemnitz Friedrichstraße,0,4,0.2,0.17500000000000002
Neuoelsnitz,Chemnitz Friedrichstraße,1,8,0.07142857142857142,0.04241071428571429
Dornburg(Saale),Leipzig Hbf,0,3,0.25,0.2265625
Redwitz(Rodach),Leipzig Hbf,0,19,0.05,0.020312500000000004
Oberschlottwitz,Dresden-Zschachwitz,1,7,0.07692307692307693,0.04807692307692309
Passau Hbf,Leipzig Hbf,0,8,0.1111111111111111,0.08333333333333333
Ulbersdorf Almenhof,Dresden Hbf,1,3,0.1111111111111111,0.08333333333333333
Wien Hbf,Dresden Hbf,0,6,0.14285714285714285,0.11607142857142858
Niederwürschnitz,Chemnitz Friedrichstraße,1,7,0.07692307692307693,0.04807692307692309
Ostrau,Chemnitz Hbf,0,8,0.1111111111111111,0.08333333333333333
Witzschdorf,Chemnitz Hbf,0,5,0.16666666666666666,0.140625
Sebnitz(Sachs),Dresden Hbf,1,5,0.09090909090909091,0.0625
Breclav,Dresden Hbf,0,5,0.16666666666666666,0.140625
Weimar,Leipzig Hbf,0,8,0.1111111111111111,0.08333333333333333
"Mehltheuer Schleizer Str., Rosenbach/Vogtl.",Plauen(Vogtl) ob Bf (Busbahnhof),0,1,0.5,0.484375
Gotha,Leipzig Hbf,0,1,0.5,0.484375
Bischheim-Gersdorf,Dresden-Klotzsche,0,6,0.14285714285714285,0.11607142857142858
Olbernhau-Grünthal,Chemnitz Hbf,0,15,0.0625,0.033203125
Zebrzydowa,Görlitz,0,7,0.125,0.09765625
Ruhland,Hoyerswerda,0,3,0.25,0.2265625
Nagymaros-Visegrad,Dresden Hbf,0,11,0.08333333333333333,0.0546875
Großkorbetha,Leipzig-Miltitz,0,4,0.2,0.17500000000000002
Kapfenberg,Dresden Hbf,0,11,0.08333333333333333,0.0546875
Gröditz(Riesa),Chemnitz Hbf,0,15,0.0625,0.033203125
Dessau Süd,Leipzig Messe,0,4,0.2,0.17500000000000002
Braunschweig Hbf,Leipzig/Halle Flughafen,0,3,0.25,0.2265625
Ebersbrunn,Zwickau(Sachs)Hbf,0,1,0.5,0.484375
Niederpöllnitz,Leipzig-Knauthain,0,10,0.09090909090909091,0.0625
Oberrothenbach,Zwickau-Pölbitz,0,0,1.0,1.0
Heidenau,Dresden-Zschachwitz,0,0,1.0,1.0
Krippen,Dresden-Zschachwitz,0,9,0.1,0.07187500000000001
Pirna-Copitz Nord,Dresden-Zschachwitz,1,5,0.09090909090909091,0.0625
Döbeln Hbf,Chemnitz Hbf,0,6,0.14285714285714285,0.11607142857142858
Leipzig-Holzhausen,Leipzig-Holzhausen,0,0,1.0,1.0
Schmölln(Ol),Dresden-Klotzsche,0,3,0.25,0.2265625
Dresden-Stetzsch Am Urnenfeld,Dresden-Stetzsch Am Urnenfeld,0,0,1.0,1.0
Herford,Leipzig/Halle Flughafen,0,6,0.14285714285714285,0.11607142857142858
Heidenau Süd,Dresden-Zschachwitz,0,1,0.5,0.484375
Kraslice-Pod vlekem,Zwickau(Sachs)Hbf,1,14,0.05,0.020312500000000004
München Hbf,Leipzig Hbf,0,3,0.25,0.2265625
Gößnitz,Zwickau(Sachs)Hbf,0,2,0.3333333333333333,0.3125
Delitzsch ob Bf,Leipzig Messe,1,2,0.125,0.09765625
Stara Kamienica,Görlitz,0,12,0.07692307692307693,0.04807692307692309
Trzcinsko,Görlitz,0,17,0.05555555555555555,0.026041666666666664
Jößnitz,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Schweinsburg-Culten,Zwickau(Sachs)Hbf,0,4,0.2,0.17500000000000002
Rodewisch,Zwickau(Sachs)Hbf,0,4,0.2,0.17500000000000002
Elsterberg,Plauen(Vogtl) Mitte,0,3,0.25,0.2265625
Niederschlag,Chemnitz Hbf,1,24,0.03333333333333333,0.0031250000000000028
Weißenfels,Leipzig Hbf,0,0,1.0,1.0
Ulm Hbf,Leipzig Hbf,0,5,0.16666666666666666,0.140625
Hoyerswerda-Neustadt,Hoyerswerda-Neustadt,0,0,1.0,1.0
Kühren,Leipzig-Engelsdorf,0,2,0.3333333333333333,0.3125
Gersdorf(Görlitz),Görlitz-Rauschwalde,0,0,1.0,1.0
Zwickau Zentrum,Zwickau Zentrum,0,0,1.0,1.0
Grimma ob Bf,Leipzig-Engelsdorf,0,4,0.2,0.17500000000000002
Mühlacker,Leipzig Hbf,0,13,0.07142857142857142,0.04241071428571429
Kleinschirma,Chemnitz-Hilbersdorf,0,5,0.16666666666666666,0.140625
Dresden Flughafen,Dresden Flughafen,0,0,1.0,1.0
Waren(Müritz),Dresden-Neustadt,0,5,0.16666666666666666,0.140625
Neuhausen(Cottbus),Leipzig Hbf,1,9,0.06666666666666667,0.037500000000000006
Kürbitz,Plauen(Vogtl) Mitte,0,0,1.0,1.0
Breitendorf,Bautzen,0,2,0.3333333333333333,0.3125
Norddeich Mole,Leipzig/Halle Flughafen,0,19,0.05,0.020312500000000004
Leipzig Allee-Center,Leipzig Allee-Center,0,0,1.0,1.0
Horka,Görlitz,0,1,0.5,0.484375
Westerstede-Ocholt,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04807692307692309
Nienburg(Weser),Leipzig/Halle Flughafen,0,5,0.16666666666666666,0.140625
Neugersdorf,Dresden-Klotzsche,0,6,0.14285714285714285,0.11607142857142858
Dieskau,Leipzig-Lützschena,0,4,0.2,0.17500000000000002
Zagajnik,Görlitz,0,6,0.14285714285714285,0.11607142857142858
Karlsruhe Hbf,Leipzig Hbf,0,15,0.0625,0.033203125
Sturovo,Dresden Hbf,0,9,0.1,0.07187500000000001
Vac,Dresden Hbf,0,12,0.07692307692307693,0.04807692307692309
Kleinröhrsdorf,Dresden-Klotzsche,0,2,0.3333333333333333,0.3125
Lichtentanne(Sachs),Zwickau(Sachs)Hbf,0,0,1.0,1.0
Buschmühle,Dresden-Plauen,1,13,0.05263157894736842,0.02302631578947368
Malter,Dresden-Plauen,1,7,0.07692307692307693,0.04807692307692309
Riesa,Leipzig Hbf,0,0,1.0,1.0
Spechtritz,Dresden-Plauen,1,5,0.09090909090909091,0.0625
Neusörnewitz,Dresden-Neustadt,0,1,0.5,0.484375
Karlsruhe-Durlach,Leipzig Hbf,0,15,0.0625,0.033203125
Erlau(Sachs),Chemnitz Hbf,0,1,0.5,0.484375
Köthen,Leipzig/Halle Flughafen,0,1,0.5,0.484375
Radebeul Ost,Dresden-Trachau,0,0,1.0,1.0
Jüterbog,Leipzig Messe,0,17,0.05555555555555555,0.026041666666666664
Zittau Süd,Görlitz-Weinhübel Joh.-R.-Becher-Straße,1,5,0.09090909090909091,0.0625
Profen,Leipzig-Knauthain,0,2,0.3333333333333333,0.3125
Rehfeld(Falkenberg),Hoyerswerda,0,9,0.1,0.07187500000000001
Dolni Poustevna,Dresden Hbf,1,6,0.08333333333333333,0.0546875
Frankenberg(Sachs) Süd,Chemnitz-Hilbersdorf,0,2,0.3333333333333333,0.3125
Hohenfichte,Chemnitz Hbf,0,4,0.2,0.17500000000000002
Calau(Nl),Leipzig Hbf,0,7,0.125,0.09765625
Erla,Zwickau-Schedewitz,0,12,0.07692307692307693,0.04807692307692309
Cranzahl,Chemnitz Hbf,0,19,0.05,0.020312500000000004
Dresden-Neustadt,Dresden-Neustadt,0,0,1.0,1.0
Augustfehn,Leipzig/Halle Flughafen,0,13,0.07142857142857142,0.04241071428571429
Radebeul-Weintraube,Dresden-Trachau,0,1,0.5,0.484375
Leipzig-Mölkau,Leipzig-Mölkau,0,0,1.0,1.0
Mosel,Zwickau-Pölbitz,0,1,0.5,0.484375
Seifhennersdorf Zollstraße,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,7,0.125,0.09765625
Adorf(Vogtl),Plauen(Vogtl)West,0,4,0.2,0.17500000000000002
Decin hl.n.,Dresden Hbf,0,1,0.5,0.484375
Solingen Hbf,Leipzig/Halle Flughafen,0,13,0.07142857142857142,0.04241071428571429
Eibau,Dresden-Klotzsche,0,16,0.058823529411764705,0.029411764705882353
Gera-Zwötzen,Plauen(Vogtl) Mitte,0,9,0.1,0.07187500000000001
Wittgensdorf Mitte,Chemnitz-Borna Hp,0,0,1.0,1.0
Naunhof,Leipzig-Engelsdorf,0,2,0.3333333333333333,0.3125
Wilthen,Dresden-Klotzsche,0,4,0.2,0.17500000000000002
Priestewitz,Dresden-Neustadt,0,2,0.3333333333333333,0.3125
Regensburg Hbf,Leipzig Hbf,0,5,0.16666666666666666,0.140625
Weesenstein,Dresden-Zschachwitz,1,3,0.1111111111111111,0.08333333333333333
Prödel,Leipzig Messe,0,8,0.1111111111111111,0.08333333333333333
Kurort Kipsdorf,Dresden-Plauen,1,14,0.05,0.020312500000000004
Halle Steintorbrücke,Leipzig-Lützschena,0,7,0.125,0.09765625
Probstzella,Leipzig Hbf,0,11,0.08333333333333333,0.0546875
Verden(Aller),Leipzig/Halle Flughafen,0,6,0.14285714285714285,0.11607142857142858
Osetnica,Görlitz,0,11,0.08333333333333333,0.0546875
Laußnitz,Dresden-Klotzsche,0,6,0.14285714285714285,0.11607142857142858
Schkeuditz,Leipzig-Lützschena,0,0,1.0,1.0
Jelenia Gora Zabobrze,Görlitz,0,14,0.06666666666666667,0.037500000000000006
Doberlug-Kirchhain,Dresden-Neustadt,0,1,0.5,0.484375
Wiener Neustadt Hbf,Dresden Hbf,0,8,0.1111111111111111,0.08333333333333333
Hamm(Westf)Hbf,Leipzig/Halle Flughafen,0,9,0.1,0.07187500000000001
Greiz-Dölau,Plauen(Vogtl) Mitte,0,4,0.2,0.17500000000000002
Machern(Sachs),Leipzig-Engelsdorf,0,2,0.3333333333333333,0.3125
Berthelsdorf(Erzgeb),Chemnitz Hbf,1,2,0.125,0.09765625
Ostseebad Binz,Leipzig Hbf,0,13,0.07142857142857142,0.04241071428571429
Halle(Saale)Hbf,Leipzig/Halle Flughafen,0,0,1.0,1.0
Steina,Chemnitz Hbf,0,4,0.2,0.17500000000000002
Neuses(b Kronach),Leipzig Hbf,0,17,0.05555555555555555,0.026041666666666664
Radis,Leipzig Messe,0,8,0.1111111111111111,0.08333333333333333
Scharfenstein,Chemnitz Hbf,0,10,0.09090909090909091,0.0625
Marke,Leipzig Messe,0,5,0.16666666666666666,0.140625
Werdau Nord,Zwickau(Sachs)Hbf,0,3,0.25,0.2265625
Chemnitz Erdmannsdorfer Straße,Chemnitz Erdmannsdorfer Straße,0,0,1.0,1.0
Gerichshain,Leipzig-Engelsdorf,0,1,0.5,0.484375
Lauchhammer,Hoyerswerda,0,4,0.2,0.17500000000000002
Dresden-Dobritz,Dresden-Dobritz,0,0,1.0,1.0
Schwarzenberg Hp,Zwickau-Schedewitz,0,11,0.08333333333333333,0.0546875
Bielefeld Hbf,Leipzig/Halle Flughafen,0,7,0.125,0.09765625
Zwenkau-Großdalzig,Leipzig-Knauthain,0,0,1.0,1.0
Lengenfeld(Vogtl),Zwickau(Sachs)Hbf,0,3,0.25,0.2265625
Pulsnitz,Dresden-Klotzsche,0,5,0.16666666666666666,0.140625
Könitz(Thür),Leipzig-Knauthain,0,14,0.06666666666666667,0.037500000000000006
Emden Hbf,Leipzig/Halle Flughafen,0,15,0.0625,0.033203125
Rudolstadt-Schwarza,Leipzig Hbf,0,7,0.125,0.09765625
Seebergen,Leipzig-Miltitz,0,16,0.058823529411764705,0.029411764705882353
Leipzig Bayerischer Bahnhof,Leipzig Bayerischer Bahnhof,0,0,1.0,1.0
Weinböhla Hp,Dresden-Neustadt,0,1,0.5,0.484375
Erdmannsdorf-Augustusburg,Chemnitz Hbf,0,3,0.25,0.2265625
Leipzig Karlsruher Str,Leipzig Karlsruher Str,0,0,1.0,1.0
Irfersgrün,Zwickau(Sachs)Hbf,0,2,0.3333333333333333,0.3125
Tharandt,Dresden Hbf,0,0,1.0,1.0
Uelzen,Leipzig Hbf,0,6,0.14285714285714285,0.11607142857142858
Annaberg-Buchholz Süd,Chemnitz Hbf,0,17,0.05555555555555555,0.026041666666666664
Seerhausen,Chemnitz Hbf,0,10,0.09090909090909091,0.0625
Böhlen(Leipzig),Leipzig-Connewitz,0,2,0.3333333333333333,0.3125
Zwota,Zwickau(Sachs)Hbf,1,12,0.05555555555555555,0.026041666666666664
Lutherstadt Wittenberg Hbf,Leipzig Hbf,0,0,1.0,1.0
Kurort Jonsdorf,Görlitz-Weinhübel Joh.-R.-Becher-Straße,1,11,0.058823529411764705,0.029411764705882353
Wiesenburg(Sachs),Zwickau-Schedewitz,0,3,0.25,0.2265625
Petershain,Görlitz,0,2,0.3333333333333333,0.3125
Cheb,Plauen(Vogtl)West,0,14,0.06666666666666667,0.037500000000000006
Aue(Sachs),Zwickau-Schedewitz,0,7,0.125,0.09765625
Unterwellenborn,Leipzig-Knauthain,0,14,0.06666666666666667,0.037500000000000006
Elsterberg-Kunstseidenwerk,Plauen(Vogtl) Mitte,0,2,0.3333333333333333,0.3125
Freital-Coßmannsdorf,Dresden-Plauen,1,3,0.1111111111111111,0.08333333333333333
Klingenthal,Zwickau(Sachs)Hbf,1,13,0.05263157894736842,0.02302631578947368
Lauterbach-Steinbach,Leipzig-Liebertwolkwitz,0,4,0.2,0.17500000000000002
Holzhau Skilift,Chemnitz Hbf,1,11,0.058823529411764705,0.029411764705882353
Westewitz-Hochweitzschen,Leipzig-Engelsdorf,0,9,0.1,0.07187500000000001
Großbothen,Leipzig-Engelsdorf,0,5,0.16666666666666666,0.140625
Dresden-Kemnitz Zschonergrundstraße,Dresden-Kemnitz Zschonergrundstraße,0,0,1.0,1.0
Ottendorf-Okrilla Süd,Dresden-Klotzsche,0,3,0.25,0.2265625
Krensitz,Leipzig Hbf,1,3,0.1111111111111111,0.08333333333333333
Hirschaid,Leipzig Hbf,0,28,0.034482758620689655,0.004310344827586209
Floßmühle,Chemnitz Hbf,0,7,0.125,0.09765625
Amtshainersdorf,Dresden Hbf,1,4,0.1,0.07187500000000001
Vojtanov,Plauen(Vogtl)West,0,10,0.09090909090909091,0.0625
Coswig(b Dresden),Dresden-Neustadt,0,0,1.0,1.0
Petersroda,Leipzig Messe,0,3,0.25,0.2265625
Grünhainichen-Borstendorf,Chemnitz Hbf,0,6,0.14285714285714285,0.11607142857142858
Tiefenau,Chemnitz Hbf,0,14,0.06666666666666667,0.037500000000000006
Zgorzelec,Görlitz,0,0,1.0,1.0
Mlynsko,Görlitz,0,9,0.1,0.07187500000000001
Hradek nad Nisou,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,4,0.2,0.17500000000000002
Lichtenstein Gewerbegebiet,Zwickau(Sachs)Hbf,1,2,0.125,0.09765625
Decin-Prostredni Zleb,Dresden Hbf,1,3,0.1111111111111111,0.08333333333333333
Küps,Leipzig Hbf,0,18,0.05263157894736842,0.02302631578947368
Prösen,Chemnitz Hbf,0,16,0.058823529411764705,0.029411764705882353
Wurzen,Leipzig-Engelsdorf,0,1,0.5,0.484375
Chemnitz Stadlerplatz,Chemnitz Stadlerplatz,0,0,1.0,1.0
Velky Senov zast.,Dresden Hbf,1,12,0.05555555555555555,0.026041666666666664
Plauen(Vogtl)West,Plauen(Vogtl)West,0,0,1.0,1.0
Chemnitz Bruno-Salzer-Straße,Chemnitz Bruno-Salzer-Straße,0,0,1.0,1.0
