station,target,changes,stops,route_score,route_score_scaled
St Egidien,Hohenstein-Ernstthal,0,0,1.0,1.0
Görlitz-Rauschwalde,Görlitz-Rauschwalde,0,0,1.0,1.0
Tomaszow Boleslawiecki,Görlitz,0,9,0.1,0.06896551724137932
Klingenberg-Colmnitz,Freiberg(Sachs),0,2,0.3333333333333333,0.3103448275862069
Gütersloh Hbf,Leipzig/Halle Flughafen,0,8,0.1111111111111111,0.08045977011494253
Leipzig Hbf,Leipzig Hbf,0,0,1.0,1.0
Pönitz(Leipzig),Eilenburg,0,1,0.5,0.4827586206896552
"Bärenstein(b Glashütte, Sachs)",Dresden-Zschachwitz,1,10,0.0625,0.030172413793103453
Ottendorf(Mittweida),Chemnitz Kinderwaldstätte,0,1,0.5,0.4827586206896552
Taubenheim(Spree),Zittau,0,4,0.2,0.1724137931034483
Niederdorf(Erzgeb),Stollberg Schlachthofstraße,0,0,1.0,1.0
Zschopau,Annaberg-Buchholz unterer Bf,0,6,0.14285714285714285,0.11330049261083745
Dresden-Niedersedlitz,Dresden-Niedersedlitz,0,0,1.0,1.0
Chemnitz Gustav-Freytag-Straße,Chemnitz Gustav-Freytag-Straße,0,0,1.0,1.0
Neukieritzsch,Borna(Leipzig),0,1,0.5,0.4827586206896552
Warnemünde,Dresden-Neustadt,0,7,0.125,0.09482758620689656
Rentzschmühle,Plauen(Vogtl) Mitte,0,1,0.5,0.4827586206896552
Weißes Roß,Lößnitzgrund,0,0,1.0,1.0
Syrau,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Zeithain,Riesa,0,0,1.0,1.0
Belgershain,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Zschortau,Delitzsch unt Bf,0,0,1.0,1.0
Neukirchen-Wyhra,Borna(Leipzig),0,1,0.5,0.4827586206896552
Leipzig-Engelsdorf,Leipzig-Engelsdorf,0,0,1.0,1.0
Zgorzelec Miasto,Görlitz,0,1,0.5,0.4827586206896552
Kurort Altenberg(Erzgebirge),Dresden-Zschachwitz,1,14,0.05,0.017241379310344834
Fährbrücke,Bad Schlema,0,1,0.5,0.4827586206896552
Schwarzenberg(Erzg),Schwarzenberg(Erzg),0,0,1.0,1.0
Moritzburg,Lößnitzgrund,0,2,0.3333333333333333,0.3103448275862069
Leipzig Werkstättenstraße,Leipzig Werkstättenstraße,0,0,1.0,1.0
Senftenberg,Großenhain Cottb Bf,0,3,0.25,0.22413793103448276
Niederau,Coswig(b Dresden),0,1,0.5,0.4827586206896552
Meißen,Meißen,0,0,1.0,1.0
Kamenz(Sachs),Kamenz(Sachs),0,0,1.0,1.0
Demitz-Thumitz,Bautzen,0,1,0.5,0.4827586206896552
Olbernhau West,Chemnitz Hbf,0,13,0.07142857142857142,0.0394088669950739
Schärding,Leipzig Hbf,0,9,0.1,0.06896551724137932
Lichtenstein Ernst-Schneller-Siedlung,Lichtenstein Ernst-Schneller-Siedlung,0,0,1.0,1.0
Zeutsch,Leipzig Hbf,0,7,0.125,0.09482758620689656
Chemnitz Küchwald,Chemnitz Küchwald,0,0,1.0,1.0
Rechenberg,Freiberg(Sachs),0,8,0.1111111111111111,0.08045977011494253
Steinpleis,Werdau,0,0,1.0,1.0
Zschopau Ost,Annaberg-Buchholz unterer Bf,0,7,0.125,0.09482758620689656
Unterloquitz,Leipzig Hbf,0,10,0.09090909090909091,0.059561128526645774
Lauta(Nl),Hoyerswerda,0,1,0.5,0.4827586206896552
Lohmen,Pirna-Copitz Nord,0,0,1.0,1.0
Zwickau Stadthalle,Zwickau Stadthalle,0,0,1.0,1.0
Grobau,Plauen(Vogtl) ob Bf,0,4,0.2,0.1724137931034483
Schwarzkollm,Hoyerswerda,0,0,1.0,1.0
Hundsgrün,Oelsnitz(Vogtl),0,0,1.0,1.0
Reifland-Wünschendorf,Chemnitz Hbf,0,8,0.1111111111111111,0.08045977011494253
Schleife,Weißwasser(Oberlausitz),0,0,1.0,1.0
Greiz,Plauen(Vogtl) Mitte,0,5,0.16666666666666666,0.13793103448275862
Johanngeorgenstadt,Schwarzenberg Hp,0,4,0.2,0.1724137931034483
Petergrube,Borna(Leipzig),0,0,1.0,1.0
Bad Dürrenberg,Leipzig Hbf,0,1,0.5,0.4827586206896552
Brno hl.n.,Dresden Hbf,0,4,0.2,0.1724137931034483
Weida Altstadt,Leipzig-Knauthain,0,12,0.07692307692307693,0.04509283819628648
Freiberg(Sachs),Freiberg(Sachs),0,0,1.0,1.0
Zwickau-Schedewitz,Zwickau-Schedewitz,0,0,1.0,1.0
Markranstädt,Leipzig-Miltitz,0,0,1.0,1.0
Deutzen,Markkleeberg,0,3,0.25,0.22413793103448276
Klitten,Niesky,0,2,0.3333333333333333,0.3103448275862069
Minden(Westf),Leipzig/Halle Flughafen,0,5,0.16666666666666666,0.13793103448275862
Kraslice,Falkenstein(Vogtl),1,7,0.07692307692307693,0.04509283819628648
Kyhna,Delitzsch unt Bf,0,0,1.0,1.0
Niederbobritzsch,Freiberg(Sachs),0,1,0.5,0.4827586206896552
Witkow Sl.,Görlitz,0,22,0.043478260869565216,0.01049475262368816
Bad Hersfeld,Leipzig Hbf,0,2,0.3333333333333333,0.3103448275862069
Frankfurt(Main)Hbf,Leipzig Hbf,0,2,0.3333333333333333,0.3103448275862069
Klaffenbach Hp,Chemnitz Friedrichstraße,0,0,1.0,1.0
Frantiskovy Lazne,Oelsnitz(Vogtl),0,9,0.1,0.06896551724137932
Hähnichen,Weißwasser(Oberlausitz),0,1,0.5,0.4827586206896552
Berlin Südkreuz,Dresden-Neustadt,0,0,1.0,1.0
Braunsdorf-Lichtenwalde,Chemnitz-Hilbersdorf,0,1,0.5,0.4827586206896552
Bad Lausick,Leipzig Hbf,0,0,1.0,1.0
Reußen,Delitzsch unt Bf,0,3,0.25,0.22413793103448276
Leipzig-Plagwitz,Leipzig-Plagwitz,0,0,1.0,1.0
Narsdorf,Chemnitz Hbf,0,1,0.5,0.4827586206896552
Arnsdorf(Dresden),Radeberg,0,0,1.0,1.0
Lasow,Görlitz,0,3,0.25,0.22413793103448276
Gräfenhainichen,Delitzsch unt Bf,0,4,0.2,0.1724137931034483
Crimmitschau,Crimmitschau,0,0,1.0,1.0
Bärenhecke-Johnsbach,Dresden-Zschachwitz,1,9,0.06666666666666667,0.034482758620689655
Niedergörsdorf,Delitzsch unt Bf,0,13,0.07142857142857142,0.0394088669950739
Bruck/Mur,Dresden Hbf,0,12,0.07692307692307693,0.04509283819628648
Hopfgarten(Sachs),Leipzig-Liebertwolkwitz,0,6,0.14285714285714285,0.11330049261083745
Oberholz,Leipzig-Liebertwolkwitz,0,1,0.5,0.4827586206896552
Loitsch-Hohenleuben,Leipzig-Knauthain,0,13,0.07142857142857142,0.0394088669950739
Chemnitz Annenstraße,Chemnitz Annenstraße,0,0,1.0,1.0
Silberstraße,Zwickau-Schedewitz,0,2,0.3333333333333333,0.3103448275862069
Hagenwerder,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,0,1.0,1.0
Plauen(Vogtl)-Straßberg,Plauen(Vogtl)-Straßberg,0,0,1.0,1.0
Glaubitz(Riesa),Riesa,0,0,1.0,1.0
Plauen(Vogtl) ob Bf,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Eilenburg Ost,Eilenburg Ost,0,0,1.0,1.0
Grüna(Sachs)Hp,Chemnitz-Siegmar,0,0,1.0,1.0
Niedertrebra,Leipzig-Miltitz,0,11,0.08333333333333333,0.05172413793103449
Günzburg,Leipzig Hbf,0,6,0.14285714285714285,0.11330049261083745
Crailsheim,Leipzig Hbf,0,6,0.14285714285714285,0.11330049261083745
Uhlstädt,Leipzig Hbf,0,7,0.125,0.09482758620689656
Wandersleben,Leipzig-Miltitz,0,15,0.0625,0.030172413793103453
Königstein(Sächs Schw),Pirna,0,3,0.25,0.22413793103448276
Wels Hbf,Leipzig Hbf,0,9,0.1,0.06896551724137932
Auerbach(Vogtl) Hp,Auerbach(Vogtl) Hp,0,0,1.0,1.0
Torgau,Torgau,0,0,1.0,1.0
Wojanow,Görlitz,0,16,0.058823529411764705,0.026369168356997978
Werdau,Werdau,0,0,1.0,1.0
Steinbach am Wald,Leipzig Hbf,0,13,0.07142857142857142,0.0394088669950739
Dresden-Zschachwitz,Dresden-Zschachwitz,0,0,1.0,1.0
Chemnitz Friedrichstraße,Chemnitz Friedrichstraße,0,0,1.0,1.0
Pasewalk,Leipzig Hbf,0,7,0.125,0.09482758620689656
Decin-Certova voda,Dresden Hbf,1,4,0.1,0.06896551724137932
Neunhofen,Leipzig-Knauthain,0,13,0.07142857142857142,0.0394088669950739
Wüstenbrand,Hohenstein-Ernstthal,0,0,1.0,1.0
Großlehna,Leipzig-Miltitz,0,1,0.5,0.4827586206896552
Hammerunterwiesenthal,Annaberg-Buchholz Süd,1,7,0.07692307692307693,0.04509283819628648
Altenburg,Markkleeberg,0,1,0.5,0.4827586206896552
Ruppertsgrün,Plauen(Vogtl) ob Bf,0,2,0.3333333333333333,0.3103448275862069
Mehltheuer,Plauen(Vogtl) ob Bf,0,0,1.0,1.0
Hosena,Hoyerswerda,0,2,0.3333333333333333,0.3103448275862069
Pressig-Rothenkirchen,Leipzig Hbf,0,14,0.06666666666666667,0.034482758620689655
Mürzzuschlag,Dresden Hbf,0,10,0.09090909090909091,0.059561128526645774
Görlitz-Weinhübel Joh.-R.-Becher-Straße,Görlitz-Weinhübel Joh.-R.-Becher-Straße,0,0,1.0,1.0
Gutenfürst,Plauen(Vogtl) ob Bf,0,5,0.16666666666666666,0.13793103448275862
Praha-Holesovice,Dresden Hbf,0,3,0.25,0.22413793103448276
Semmering,Dresden Hbf,0,9,0.1,0.06896551724137932
Varnsdorf Pivovar Kocour,Zittau,0,5,0.16666666666666666,0.13793103448275862
Langebrück(Sachs),Radeberg,0,0,1.0,1.0
Frankenberg(Sachs),Chemnitz-Hilbersdorf,0,3,0.25,0.22413793103448276
Berlin Gesundbrunnen,Dresden-Neustadt,0,2,0.3333333333333333,0.3103448275862069
Leisnig,Döbeln Hbf,0,2,0.3333333333333333,0.3103448275862069
Unterwiesenthal,Annaberg-Buchholz Süd,1,8,0.07142857142857142,0.0394088669950739
Chemnitz-Siegmar,Chemnitz-Siegmar,0,0,1.0,1.0
Piensk,Görlitz,0,4,0.2,0.1724137931034483
Sluknov zast.,Dresden Hbf,1,13,0.05263157894736842,0.019963702359346643
Klosterbuch,Döbeln Hbf,0,1,0.5,0.4827586206896552
Reichenbach(Oberlausitz),Reichenbach(Oberlausitz),0,0,1.0,1.0
Leipzig Coppiplatz,Leipzig Coppiplatz,0,0,1.0,1.0
Schorndorf,Leipzig Hbf,0,10,0.09090909090909091,0.059561128526645774
Hagen Hbf,Leipzig/Halle Flughafen,0,11,0.08333333333333333,0.05172413793103449
Hallstadt(b Bamberg),Leipzig Hbf,0,27,0.03571428571428571,0.002463054187192122
Leipzig Nord,Leipzig Nord,0,0,1.0,1.0
Schwerin Hbf,Dresden-Neustadt,0,8,0.1111111111111111,0.08045977011494253
Delitzsch unt Bf,Delitzsch unt Bf,0,0,1.0,1.0
Pegau,Leipzig-Knauthain,0,1,0.5,0.4827586206896552
Dresden-Klotzsche,Dresden-Klotzsche,0,0,1.0,1.0
Burkhardswalde-Maxen,Dresden-Zschachwitz,1,4,0.1,0.06896551724137932
Rothenstein(Saale),Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Magdeburg Hbf,Leipzig/Halle Flughafen,0,2,0.3333333333333333,0.3103448275862069
Oldenburg(Oldb),Leipzig/Halle Flughafen,0,10,0.09090909090909091,0.059561128526645774
Lampertswalde,Großenhain Cottb Bf,0,0,1.0,1.0
Herlasgrün,Auerbach(V) ob Bf,0,1,0.5,0.4827586206896552
Chemnitz Alt Chemnitz Center,Chemnitz Alt Chemnitz Center,0,0,1.0,1.0
Leipzig Grünauer Allee,Leipzig Grünauer Allee,0,0,1.0,1.0
Leipzig Messe,Leipzig Messe,0,0,1.0,1.0
Boguszow Gorce Zach.,Görlitz,0,23,0.041666666666666664,0.008620689655172417
Nennigmühle,Chemnitz Hbf,0,11,0.08333333333333333,0.05172413793103449
Rechenberg Schule,Freiberg(Sachs),0,7,0.125,0.09482758620689656
Cainsdorf,Zwickau-Schedewitz,0,0,1.0,1.0
Weixdorf,Dresden-Klotzsche,0,1,0.5,0.4827586206896552
Dresden-Kemnitz Flensburger Straße,Dresden-Kemnitz Flensburger Straße,0,0,1.0,1.0
Frankfurt(M) Flughafen Fernbf,Leipzig Hbf,0,3,0.25,0.22413793103448276
Halle-Trotha,Schkeuditz West,0,9,0.1,0.06896551724137932
Muldenberg Floßplatz,Falkenstein(Vogtl),0,1,0.5,0.4827586206896552
Chemnitz TU Campus,Chemnitz TU Campus,0,0,1.0,1.0
Oschatz,Oschatz,0,0,1.0,1.0
Bratislava hl.st.,Dresden Hbf,0,7,0.125,0.09482758620689656
Zeulenroda unt Bf,Leipzig-Knauthain,0,14,0.06666666666666667,0.034482758620689655
Hartenstein,Bad Schlema,0,0,1.0,1.0
Jocketa,Plauen(Vogtl) ob Bf,0,1,0.5,0.4827586206896552
Hohndorf Mitte,Oelsnitz(Erzgeb),0,0,1.0,1.0
Janowice Wielkie,Görlitz,0,18,0.05263157894736842,0.019963702359346643
Breitenbrunn(Erzg),Schwarzenberg Hp,0,2,0.3333333333333333,0.3103448275862069
Bad Schandau,Dresden Hbf,0,0,1.0,1.0
Schmiedeberg (Dresden),Dippoldiswalde,0,3,0.25,0.22413793103448276
Frauenhain,Großenhain Cottb Bf,0,1,0.5,0.4827586206896552
Auerbach(V) ob Bf,Auerbach(V) ob Bf,0,0,1.0,1.0
Jena-Göschwitz,Leipzig Hbf,0,2,0.3333333333333333,0.3103448275862069
Bitterfeld,Leipzig Hbf,0,0,1.0,1.0
Vilemov u Sluknova,Dresden Hbf,1,8,0.07142857142857142,0.0394088669950739
Schönau(Hörsel),Leipzig-Miltitz,0,21,0.045454545454545456,0.01253918495297806
Bad Schlema,Bad Schlema,0,0,1.0,1.0
Ciechanowice,Görlitz,0,19,0.05,0.017241379310344834
Chemnitz Lothringer/Elsasser Str.,Chemnitz Lothringer/Elsasser Str.,0,0,1.0,1.0
Fürth(Bay)Hbf,Leipzig Hbf,0,3,0.25,0.22413793103448276
Chemnitz Scheffelstraße,Chemnitz Scheffelstraße,0,0,1.0,1.0
Chemnitz Kinderwaldstätte,Chemnitz Kinderwaldstätte,0,0,1.0,1.0
Schkeuditz West,Schkeuditz West,0,0,1.0,1.0
Oelsnitz Bahnhofstraße,Oelsnitz Bahnhofstraße,0,0,1.0,1.0
St.Pölten Hbf,Leipzig Hbf,0,11,0.08333333333333333,0.05172413793103449
Zwickau-Pölbitz,Zwickau-Pölbitz,0,0,1.0,1.0
Halle Wohnstadt Nord,Schkeuditz West,0,8,0.1111111111111111,0.08045977011494253
Lipova u Sluknova,Dresden Hbf,1,10,0.0625,0.030172413793103453
Coburg,Leipzig Hbf,0,1,0.5,0.4827586206896552
Dresden Industriegelände,Dresden Industriegelände,0,0,1.0,1.0
Falkenstein(Vogtl),Falkenstein(Vogtl),0,0,1.0,1.0
Leipzig-Connewitz,Leipzig-Connewitz,0,0,1.0,1.0
Leipzig-Leutzsch,Leipzig-Leutzsch,0,0,1.0,1.0
Gommern,Delitzsch unt Bf,0,6,0.14285714285714285,0.11330049261083745
Mockrehna,Torgau,0,0,1.0,1.0
Legnica,Görlitz,0,14,0.06666666666666667,0.034482758620689655
Zwotental,Falkenstein(Vogtl),0,4,0.2,0.1724137931034483
Norden,Leipzig/Halle Flughafen,0,17,0.05555555555555555,0.022988505747126436
Weischlitz,Plauen(Vogtl)West,0,0,1.0,1.0
Cossebaude,Dresden-Stetzsch Am Urnenfeld,0,0,1.0,1.0
Rackwitz(Leipzig),Leipzig Messe,0,0,1.0,1.0
Radebeul-Naundorf Friedrich-List-Straße,Radebeul-Naundorf Friedrich-List-Straße,0,0,1.0,1.0
Marciszow,Görlitz,0,20,0.047619047619047616,0.014778325123152712
Liberec,Zittau,0,2,0.3333333333333333,0.3103448275862069
Chemnitz Rosenbergstraße,Chemnitz Rosenbergstraße,0,0,1.0,1.0
Frankenstein(Sachs),Freiberg(Sachs),0,1,0.5,0.4827586206896552
Mücka,Niesky,0,1,0.5,0.4827586206896552
Leipzig-Stötteritz,Leipzig-Stötteritz,0,0,1.0,1.0
Waldheim,Mittweida,0,2,0.3333333333333333,0.3103448275862069
Niederwiesa,Chemnitz Hbf,0,0,1.0,1.0
Stuttgart Hbf,Leipzig Hbf,0,4,0.2,0.1724137931034483
Leipzig-Gohlis,Leipzig-Gohlis,0,0,1.0,1.0
Erfurt-Bischleben,Leipzig-Miltitz,0,14,0.06666666666666667,0.034482758620689655
Obervogelgesang,Pirna,0,0,1.0,1.0
Salzwedel,Leipzig Hbf,0,3,0.25,0.22413793103448276
Jelenia Gora,Görlitz,0,15,0.0625,0.030172413793103453
Wegliniec,Görlitz,0,5,0.16666666666666666,0.13793103448275862
Hohenstein-Ernstthal,Hohenstein-Ernstthal,0,0,1.0,1.0
Weißwasser(Oberlausitz),Weißwasser(Oberlausitz),0,0,1.0,1.0
Praha hl.n.,Dresden Hbf,0,4,0.2,0.1724137931034483
Großschönau(Sachs),Zittau,0,0,1.0,1.0
Dresden-Strehlen,Dresden-Strehlen,0,0,1.0,1.0
Straubing,Leipzig Hbf,0,6,0.14285714285714285,0.11330049261083745
Elsterwerda-Biehla,Großenhain Cottb Bf,0,4,0.2,0.1724137931034483
Erlabrunn(Erzgeb),Schwarzenberg Hp,0,3,0.25,0.22413793103448276
Bautzen,Bautzen,0,0,1.0,1.0
Neukirchen-Wyhra An der Schanze,Borna(Leipzig),0,1,0.5,0.4827586206896552
Seitschen,Bautzen,0,0,1.0,1.0
Pforzheim Hbf,Leipzig Hbf,0,14,0.06666666666666667,0.034482758620689655
Dresden-Trachau,Dresden-Trachau,0,0,1.0,1.0
Kretscham-Rothensehma,Annaberg-Buchholz Süd,1,5,0.09090909090909091,0.059561128526645774
Hohenleuben,Leipzig-Knauthain,0,12,0.07692307692307693,0.04509283819628648
Steinpleis Post,Werdau,0,0,1.0,1.0
Erfurt Hbf,Leipzig Hbf,0,0,1.0,1.0
Treuen,Auerbach(V) ob Bf,0,0,1.0,1.0
Peine,Leipzig/Halle Flughafen,0,4,0.2,0.1724137931034483
Plessa,Hoyerswerda,0,5,0.16666666666666666,0.13793103448275862
Rebiszow,Görlitz,0,10,0.09090909090909091,0.059561128526645774
Lößnitzgrund,Lößnitzgrund,0,0,1.0,1.0
Meißen Altstadt,Meißen Altstadt,0,0,1.0,1.0
Altmittweida,Mittweida,0,0,1.0,1.0
Chemnitz Roter Turm,Chemnitz Roter Turm,0,0,1.0,1.0
Oppurg,Leipzig-Knauthain,0,13,0.07142857142857142,0.0394088669950739
Glauchau-Schönbörnchen,Glauchau-Schönbörnchen,0,0,1.0,1.0
Großpösna,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Treben-Lehma,Crimmitschau,0,4,0.2,0.1724137931034483
Chemnitz Bernsbachplatz,Chemnitz Bernsbachplatz,0,0,1.0,1.0
Chemnitz Zentralhaltestelle,Chemnitz Zentralhaltestelle,0,0,1.0,1.0
Oberlichtenau,Chemnitz Kinderwaldstätte,0,0,1.0,1.0
Doberschütz,Eilenburg Ost,0,0,1.0,1.0
Weesenstein Gemeindeamt,Dresden-Zschachwitz,1,3,0.1111111111111111,0.08045977011494253
Schwarzenberg-Neuwelt,Schwarzenberg-Neuwelt,0,0,1.0,1.0
Kronach,Leipzig Hbf,0,4,0.2,0.1724137931034483
Rödlitz-Hohndorf,Lichtenstein Hartensteiner Straße,0,0,1.0,1.0
Düsseldorf Hbf,Leipzig/Halle Flughafen,0,14,0.06666666666666667,0.034482758620689655
Kurort Oberwiesenthal,Annaberg-Buchholz Süd,1,9,0.06666666666666667,0.034482758620689655
Flöha-Plaue,Chemnitz Hbf,0,2,0.3333333333333333,0.3103448275862069
Zapfendorf,Leipzig Hbf,0,25,0.038461538461538464,0.005305039787798414
Beilrode,Torgau,0,0,1.0,1.0
Radeberg,Radeberg,0,0,1.0,1.0
Chemnitz-Hilbersdorf,Chemnitz-Hilbersdorf,0,0,1.0,1.0
Okmiany,Görlitz,0,10,0.09090909090909091,0.059561128526645774
Radebeul-Naundorf,Radebeul-Naundorf,0,0,1.0,1.0
Wuppertal Hbf,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04509283819628648
Hainewalde Gemeindeamt,Zittau,0,1,0.5,0.4827586206896552
Krumhermsdorf,Pirna-Copitz Nord,0,7,0.125,0.09482758620689656
Hamburg-Altona,Leipzig Hbf,0,7,0.125,0.09482758620689656
Gröbers,Schkeuditz West,0,1,0.5,0.4827586206896552
Velky Senov,Dresden Hbf,1,11,0.058823529411764705,0.026369168356997978
Dippoldiswalde,Dippoldiswalde,0,0,1.0,1.0
Bülzig,Delitzsch unt Bf,0,10,0.09090909090909091,0.059561128526645774
Zabeltitz,Großenhain Cottb Bf,0,0,1.0,1.0
Tanndorf,Grimma ob Bf,0,1,0.5,0.4827586206896552
Wilkau-Haßlau,Zwickau-Schedewitz,0,1,0.5,0.4827586206896552
Jahnsdorf(Erzgeb),Stollberg Schlachthofstraße,0,2,0.3333333333333333,0.3103448275862069
Leer(Ostfriesl),Leipzig/Halle Flughafen,0,14,0.06666666666666667,0.034482758620689655
Friedewald(Kr Dresden)Hp,Lößnitzgrund,0,0,1.0,1.0
Bamberg,Leipzig Hbf,0,1,0.5,0.4827586206896552
Rietschen,Weißwasser(Oberlausitz),0,0,1.0,1.0
Köttewitz,Dresden-Zschachwitz,1,2,0.125,0.09482758620689656
Kuty,Dresden Hbf,0,6,0.14285714285714285,0.11330049261083745
Hopfgarten(Weimar),Leipzig-Miltitz,0,13,0.07142857142857142,0.0394088669950739
Gera Süd,Leipzig-Knauthain,0,8,0.1111111111111111,0.08045977011494253
Niederwartha,Radebeul-Naundorf Friedrich-List-Straße,0,0,1.0,1.0
Kwieciszowice,Görlitz,0,11,0.08333333333333333,0.05172413793103449
Chojnow,Görlitz,0,12,0.07692307692307693,0.04509283819628648
Boguszow Gorce Wsch.,Görlitz,0,25,0.038461538461538464,0.005305039787798414
Milkowice,Görlitz,0,13,0.07142857142857142,0.0394088669950739
Berbisdorf,Lößnitzgrund,0,5,0.16666666666666666,0.13793103448275862
Neumünster,Leipzig Hbf,0,7,0.125,0.09482758620689656
Landsberg(b. Halle/Saale) Süd,Delitzsch unt Bf,0,2,0.3333333333333333,0.3103448275862069
Ottendorf-Okrilla Nord,Dresden-Klotzsche,0,5,0.16666666666666666,0.13793103448275862
Annaberg-Buchholz unterer Bf,Annaberg-Buchholz unterer Bf,0,0,1.0,1.0
Rabenau,Freital-Coßmannsdorf,0,0,1.0,1.0
Breitengüßbach,Leipzig Hbf,0,26,0.037037037037037035,0.0038314176245210704
Dürrröhrsdorf,Pirna-Copitz Nord,0,1,0.5,0.4827586206896552
Olbersdorf Niederdorf,Zittau Vorstadt,0,0,1.0,1.0
Wülknitz,Riesa,0,1,0.5,0.4827586206896552
Holzhau,Freiberg(Sachs),0,10,0.09090909090909091,0.059561128526645774
Plesna(CZ),Oelsnitz(Vogtl),0,6,0.14285714285714285,0.11330049261083745
Leipzig-Thekla,Leipzig-Thekla,0,0,1.0,1.0
Großheringen,Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Linz Hbf,Leipzig Hbf,0,10,0.09090909090909091,0.059561128526645774
Horni Poustevna,Dresden Hbf,1,7,0.07692307692307693,0.04509283819628648
Ottendorf-Okrilla Hp,Dresden-Klotzsche,0,4,0.2,0.1724137931034483
Uhyst,Hoyerswerda-Neustadt,0,1,0.5,0.4827586206896552
Dresden Hbf (Strehlener Str.),Dresden Hbf (Strehlener Str.),0,0,1.0,1.0
Hannover Hbf,Leipzig/Halle Flughafen,0,4,0.2,0.1724137931034483
Schöneck(Vogtl),Falkenstein(Vogtl),0,2,0.3333333333333333,0.3103448275862069
Hochstadt-Marktzeuln,Leipzig Hbf,0,20,0.047619047619047616,0.014778325123152712
Bily Kostel nad Nisou,Zittau,0,2,0.3333333333333333,0.3103448275862069
Breternitz,Leipzig Hbf,0,9,0.1,0.06896551724137932
Pockau-Lengefeld,Chemnitz Hbf,0,10,0.09090909090909091,0.059561128526645774
Usti nad Labem hl.n.,Dresden Hbf,0,2,0.3333333333333333,0.3103448275862069
Spremberg,Weißwasser(Oberlausitz),0,1,0.5,0.4827586206896552
Wolfen(Bitterfeld),Delitzsch unt Bf,0,1,0.5,0.4827586206896552
Lichtenfels,Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Kurort Oybin-Niederdorf,Zittau Vorstadt,0,3,0.25,0.22413793103448276
Chemnitz-Borna Hp,Chemnitz-Borna Hp,0,0,1.0,1.0
Chemnitz Altchemnitzer Straße,Chemnitz Altchemnitzer Straße,0,0,1.0,1.0
Stenn,Zwickau(Sachs)Hbf,0,0,1.0,1.0
Schwäbisch Gmünd,Leipzig Hbf,0,9,0.1,0.06896551724137932
Eberswalde Hbf,Leipzig Hbf,0,4,0.2,0.1724137931034483
Waldkirchen(Erzgeb),Chemnitz Hbf,0,6,0.14285714285714285,0.11330049261083745
Greifswald,Leipzig Hbf,0,10,0.09090909090909091,0.059561128526645774
Geising,Dresden-Zschachwitz,1,13,0.05263157894736842,0.019963702359346643
Bergen auf Rügen,Leipzig Hbf,0,12,0.07692307692307693,0.04509283819628648
Leipzig Markt,Leipzig Markt,0,0,1.0,1.0
Leipzig-Liebertwolkwitz,Leipzig-Liebertwolkwitz,0,0,1.0,1.0
Krölpa-Ranis,Leipzig-Knauthain,0,18,0.05263157894736842,0.019963702359346643
Triebes,Leipzig-Knauthain,0,13,0.07142857142857142,0.0394088669950739
Görlitz,Görlitz,0,0,1.0,1.0
Großdeuben,Markkleeberg-Gaschwitz,0,0,1.0,1.0
Leipzig Olbrichtstraße,Leipzig Olbrichtstraße,0,0,1.0,1.0
Angermünde,Leipzig Hbf,0,5,0.16666666666666666,0.13793103448275862
Chemnitz Uhlestraße,Chemnitz Uhlestraße,0,0,1.0,1.0
Wünschendorf,Plauen(Vogtl) Mitte,0,8,0.1111111111111111,0.08045977011494253
Ulbersdorf,Dresden Hbf,1,2,0.125,0.09482758620689656
Porschdorf (Kr. Pirna)  Straße zum Bahnhof,Dresden Hbf,1,2,0.125,0.09482758620689656
Pratau,Delitzsch unt Bf,0,7,0.125,0.09482758620689656
Langenwolmsdorf,Pirna-Copitz Nord,0,5,0.16666666666666666,0.13793103448275862
Wetterzeube,Leipzig-Knauthain,0,4,0.2,0.1724137931034483
Leubsdorf(Sachs),Chemnitz Hbf,0,5,0.16666666666666666,0.13793103448275862
Chemnitz Hbf,Chemnitz Hbf,0,0,1.0,1.0
Pirk,Oelsnitz(Vogtl),0,0,1.0,1.0
Dresden-Plauen,Dresden-Plauen,0,0,1.0,1.0
Bad Köstritz,Leipzig-Knauthain,0,6,0.14285714285714285,0.11330049261083745
Cunnertswalde,Lößnitzgrund,0,3,0.25,0.22413793103448276
Chemnitz-Harthau,Chemnitz-Harthau,0,0,1.0,1.0
Wittgensdorf ob Bf,Chemnitz-Borna Hp,0,1,0.5,0.4827586206896552
Leipzig-Lützschena,Leipzig-Lützschena,0,0,1.0,1.0
Essen Hbf,Leipzig/Halle Flughafen,0,12,0.07692307692307693,0.04509283819628648
Dolni Zleb,Dresden Hbf,1,2,0.125,0.09482758620689656
Wolkenstein,Annaberg-Buchholz unterer Bf,0,2,0.3333333333333333,0.3103448275862069
Hude,Leipzig/Halle Flughafen,0,9,0.1,0.06896551724137932
Leipzig-Rückmarsdorf,Leipzig-Rückmarsdorf,0,0,1.0,1.0
